Using a slow image processor as `use_fast` is unset and a slow processor was saved with this model. `use_fast=True` will be the default behavior in v4.52, even if the model was saved with a slow processor. This will result in minor differences in outputs. You'll still be able to use a slow processor with `use_fast=False`.
/home/kana5123/miniconda3/envs/interp/lib/python3.10/site-packages/transformers/models/auto/modeling_auto.py:2284: FutureWarning: The class `AutoModelForVision2Seq` is deprecated and will be removed in v5.0. Please use `AutoModelForImageTextToText` instead.
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
  D0 [73/175] skill=close NLL=16.347 top1=0.9155 H=0.561
  D0 [74/175] skill=place NLL=16.624 top1=0.9432 H=0.517
  D0 [75/175] skill=fold NLL=15.592 top1=0.0888 H=5.329
  D0 [76/175] skill=turn NLL=14.391 top1=0.0989 H=5.359
  D0 [77/175] skill=place NLL=16.065 top1=0.4948 H=1.758
  D0 [78/175] skill=pick NLL=17.300 top1=0.9079 H=0.357
  D0 [79/175] skill=close NLL=18.998 top1=0.9981 H=0.019
  D0 [80/175] skill=place NLL=14.824 top1=0.3326 H=3.602
  D0 [81/175] skill=place NLL=14.875 top1=0.1514 H=4.473
  D0 [82/175] skill=fold NLL=16.571 top1=0.8983 H=0.707
  D0 [83/175] skill=place NLL=16.561 top1=0.4754 H=1.539
  D0 [84/175] skill=close NLL=14.222 top1=0.9809 H=0.174
  D0 [85/175] skill=turn NLL=15.953 top1=0.2591 H=4.506
  D0 [86/175] skill=place NLL=16.763 top1=0.2077 H=5.325
  D0 [87/175] skill=place NLL=15.346 top1=0.5064 H=2.284
  D0 [88/175] skill=pick NLL=18.576 top1=0.8702 H=0.707
  D0 [89/175] skill=place NLL=19.943 top1=0.8162 H=0.724
  D0 [90/175] skill=open NLL=16.246 top1=0.3960 H=2.253
  D0 [91/175] skill=place NLL=18.264 top1=0.9659 H=0.174
  D0 [92/175] skill=turn NLL=17.815 top1=0.4184 H=1.812
  D0 [93/175] skill=close NLL=17.396 top1=0.7311 H=1.907
  D0 [94/175] skill=move NLL=16.945 top1=0.9149 H=0.806
  D0 [95/175] skill=close NLL=18.375 top1=0.4141 H=1.849
  D0 [96/175] skill=open NLL=13.168 top1=0.9158 H=0.549
  D0 [97/175] skill=pick NLL=16.620 top1=0.1573 H=3.368
  D0 [98/175] skill=place NLL=15.255 top1=0.4316 H=2.070
  D0 [99/175] skill=move NLL=17.641 top1=0.4412 H=1.502
  D0 [100/175] skill=open NLL=18.904 top1=0.9919 H=0.057
  D0 [101/175] skill=open NLL=13.309 top1=0.9997 H=0.003
  D0 [102/175] skill=close NLL=16.801 top1=0.9870 H=0.077
  D0 [103/175] skill=fold NLL=15.999 top1=0.6332 H=1.775
  D0 [104/175] skill=fold NLL=18.817 top1=0.4747 H=0.984
  D0 [105/175] skill=pick NLL=15.574 top1=0.4512 H=1.510
  D0 [106/175] skill=turn NLL=16.511 top1=0.1261 H=4.280
  D0 [107/175] skill=move NLL=17.396 top1=0.4649 H=3.179
  D0 [108/175] skill=place NLL=19.866 top1=0.1532 H=3.694
  D0 [109/175] skill=fold NLL=16.610 top1=0.5281 H=1.509
  D0 [110/175] skill=fold NLL=17.319 top1=0.3338 H=2.432
  D0 [111/175] skill=turn NLL=19.801 top1=0.9995 H=0.005
  D0 [112/175] skill=move NLL=16.648 top1=0.6368 H=1.365
  D0 [113/175] skill=move NLL=16.254 top1=0.4907 H=1.619
  D0 [114/175] skill=move NLL=16.668 top1=0.2374 H=3.508
  D0 [115/175] skill=fold NLL=18.017 top1=0.2245 H=2.555
  D0 [116/175] skill=place NLL=15.081 top1=0.7960 H=0.768
  D0 [117/175] skill=move NLL=16.855 top1=0.1047 H=5.660
  D0 [118/175] skill=pick NLL=17.018 top1=0.2545 H=2.936
  D0 [119/175] skill=open NLL=16.509 top1=0.9358 H=0.469
  D0 [120/175] skill=move NLL=18.213 top1=0.2052 H=2.503
  D0 [121/175] skill=move NLL=16.791 top1=0.9506 H=0.370
  D0 [122/175] skill=move NLL=16.136 top1=0.8057 H=0.573
  D0 [123/175] skill=open NLL=15.966 top1=0.9982 H=0.016
  D0 [124/175] skill=fold NLL=19.209 top1=0.6767 H=1.444
  D0 [125/175] skill=pick NLL=17.811 top1=0.6449 H=2.118
  D0 [126/175] skill=close NLL=15.650 top1=0.9634 H=0.293
  D0 [127/175] skill=pick NLL=16.732 top1=0.8679 H=0.685
  D0 [128/175] skill=turn NLL=16.634 top1=0.3032 H=2.612
  D0 [129/175] skill=move NLL=17.524 top1=0.9831 H=0.098
  D0 [130/175] skill=close NLL=16.031 top1=0.6492 H=1.391
  D0 [131/175] skill=turn NLL=17.693 top1=0.8657 H=0.916
  D0 [132/175] skill=pick NLL=18.743 top1=0.9932 H=0.063
  D0 [133/175] skill=pick NLL=14.204 top1=0.6668 H=2.320
  D0 [134/175] skill=turn NLL=14.341 top1=0.6743 H=1.733
  D0 [135/175] skill=move NLL=16.268 top1=0.2293 H=5.103
  D0 [136/175] skill=pick NLL=18.131 top1=0.4665 H=1.863
  D0 [137/175] skill=turn NLL=18.511 top1=0.9885 H=0.096
  D0 [138/175] skill=fold NLL=20.345 top1=0.6729 H=1.993
  D0 [139/175] skill=turn NLL=16.343 top1=0.5042 H=1.340
  D0 [140/175] skill=pick NLL=18.562 top1=0.9931 H=0.064
  D0 [141/175] skill=close NLL=15.788 top1=0.9959 H=0.027
  D0 [142/175] skill=open NLL=15.912 top1=0.9350 H=0.474
  D0 [143/175] skill=close NLL=14.952 top1=0.9863 H=0.087
  D0 [144/175] skill=fold NLL=14.937 top1=0.5116 H=2.978
  D0 [145/175] skill=move NLL=15.737 top1=0.4659 H=3.390
  D0 [146/175] skill=pick NLL=16.118 top1=0.6020 H=1.482
  D0 [147/175] skill=open NLL=14.422 top1=0.1896 H=2.962
  D0 [148/175] skill=move NLL=14.760 top1=0.7280 H=1.516
  D0 [149/175] skill=fold NLL=17.642 top1=0.7525 H=1.244
  D0 [150/175] skill=close NLL=14.187 top1=0.7775 H=1.067
  D0 [151/175] skill=pick NLL=14.611 top1=0.1365 H=5.380
  D0 [152/175] skill=turn NLL=14.624 top1=0.2011 H=5.350
  D0 [153/175] skill=pick NLL=20.569 top1=0.6649 H=1.622
  D0 [154/175] skill=move NLL=18.901 top1=0.5650 H=2.070
  D0 [155/175] skill=open NLL=14.988 top1=0.1661 H=4.695
  D0 [156/175] skill=close NLL=16.453 top1=0.9943 H=0.045
  D0 [157/175] skill=turn NLL=15.229 top1=0.2309 H=3.127
  D0 [158/175] skill=pick NLL=15.129 top1=0.8464 H=0.784
  D0 [159/175] skill=pick NLL=15.186 top1=0.9919 H=0.071
  D0 [160/175] skill=pick NLL=13.887 top1=0.1897 H=3.999
  D0 [161/175] skill=fold NLL=16.314 top1=0.6210 H=1.912
  D0 [162/175] skill=fold NLL=15.706 top1=0.8700 H=1.018
  D0 [163/175] skill=place NLL=15.417 top1=0.8879 H=0.607
  D0 [164/175] skill=open NLL=15.034 top1=0.6181 H=1.842
  D0 [165/175] skill=pick NLL=17.525 top1=0.8963 H=0.589
  D0 [166/175] skill=fold NLL=16.691 top1=0.6494 H=0.675
  D0 [167/175] skill=place NLL=17.548 top1=0.4123 H=3.439
  D0 [168/175] skill=pick NLL=19.558 top1=0.2080 H=3.010
  D0 [169/175] skill=move NLL=18.108 top1=0.4081 H=2.789
  D0 [170/175] skill=turn NLL=14.931 top1=0.1265 H=4.500
  D0 [171/175] skill=turn NLL=14.614 top1=0.7437 H=1.107
  D0 [172/175] skill=pick NLL=16.018 top1=0.2857 H=4.483
  D0 [173/175] skill=close NLL=16.775 top1=0.0831 H=4.995
  D0 [174/175] skill=fold NLL=17.892 top1=0.8828 H=0.556
  D0 [175/175] skill=turn NLL=15.154 top1=0.7739 H=1.184
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [1/175] skill=pick H=0.676 top1=0.823
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [2/175] skill=pick H=2.580 top1=0.384
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [3/175] skill=open H=4.556 top1=0.114
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [4/175] skill=close H=0.139 top1=0.976
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [5/175] skill=close H=0.067 top1=0.993
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [6/175] skill=close H=0.075 top1=0.990
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [7/175] skill=turn H=1.154 top1=0.681
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [8/175] skill=open H=1.392 top1=0.804
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [9/175] skill=open H=0.026 top1=0.997
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [10/175] skill=place H=0.272 top1=0.952
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [11/175] skill=place H=2.664 top1=0.402
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [12/175] skill=turn H=0.415 top1=0.952
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [13/175] skill=pick H=2.218 top1=0.583
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [14/175] skill=close H=3.159 top1=0.474
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [15/175] skill=turn H=0.211 top1=0.974
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [16/175] skill=turn H=1.581 top1=0.466
  Text input_ids length: 20
  Full sequence length (after vision expansion): 276
  Vision tokens (from seq diff): 256, Text tokens: 20
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 276, 'total_seq_len': 276, 'num_vision_tokens': 256, 'num_text_tokens': 20, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 276)], 'text_ranges': [(256, 276)]}
  D1 [17/175] skill=move H=2.616 top1=0.657
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [18/175] skill=turn H=2.186 top1=0.468
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [19/175] skill=turn H=1.930 top1=0.406
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [20/175] skill=move H=2.505 top1=0.321
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [21/175] skill=open H=0.552 top1=0.880
  Text input_ids length: 29
  Full sequence length (after vision expansion): 285
  Vision tokens (from seq diff): 256, Text tokens: 29
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 285, 'total_seq_len': 285, 'num_vision_tokens': 256, 'num_text_tokens': 29, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 285)], 'text_ranges': [(256, 285)]}
  D1 [22/175] skill=move H=1.709 top1=0.446
  Text input_ids length: 25
  Full sequence length (after vision expansion): 281
  Vision tokens (from seq diff): 256, Text tokens: 25
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 281, 'total_seq_len': 281, 'num_vision_tokens': 256, 'num_text_tokens': 25, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 281)], 'text_ranges': [(256, 281)]}
  D1 [23/175] skill=move H=2.210 top1=0.627
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [24/175] skill=fold H=2.051 top1=0.377
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [25/175] skill=open H=0.021 top1=0.997
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [26/175] skill=open H=0.011 top1=0.999
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [27/175] skill=close H=0.011 top1=0.999
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [28/175] skill=open H=1.936 top1=0.483
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [29/175] skill=open H=2.736 top1=0.452
  Text input_ids length: 27
  Full sequence length (after vision expansion): 283
  Vision tokens (from seq diff): 256, Text tokens: 27
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 283, 'total_seq_len': 283, 'num_vision_tokens': 256, 'num_text_tokens': 27, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 283)], 'text_ranges': [(256, 283)]}
  D1 [30/175] skill=move H=2.096 top1=0.467
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [31/175] skill=place H=0.383 top1=0.930
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
