Using a slow image processor as `use_fast` is unset and a slow processor was saved with this model. `use_fast=True` will be the default behavior in v4.52, even if the model was saved with a slow processor. This will result in minor differences in outputs. You'll still be able to use a slow processor with `use_fast=False`.
/home/kana5123/miniconda3/envs/interp/lib/python3.10/site-packages/transformers/models/auto/modeling_auto.py:2284: FutureWarning: The class `AutoModelForVision2Seq` is deprecated and will be removed in v5.0. Please use `AutoModelForImageTextToText` instead.
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
  D0 [70/175] skill=fold NLL=7.507 top1=0.0942 H=6.428
  D0 [71/175] skill=fold NLL=5.652 top1=0.6285 H=1.912
  D0 [72/175] skill=close NLL=9.359 top1=0.4346 H=1.437
  D0 [73/175] skill=close NLL=9.923 top1=0.8548 H=0.656
  D0 [74/175] skill=place NLL=9.702 top1=0.4084 H=1.879
  D0 [75/175] skill=fold NLL=10.403 top1=0.7771 H=1.143
  D0 [76/175] skill=turn NLL=3.845 top1=0.4879 H=1.217
  D0 [77/175] skill=place NLL=8.370 top1=0.2947 H=2.403
  D0 [78/175] skill=pick NLL=8.751 top1=0.5648 H=1.673
  D0 [79/175] skill=close NLL=8.786 top1=0.6877 H=1.693
  D0 [80/175] skill=place NLL=9.706 top1=0.4718 H=1.385
  D0 [81/175] skill=place NLL=6.125 top1=0.7244 H=1.488
  D0 [82/175] skill=fold NLL=9.139 top1=0.4943 H=1.677
  D0 [83/175] skill=place NLL=9.591 top1=0.3522 H=2.063
  D0 [84/175] skill=close NLL=7.511 top1=0.2857 H=2.265
  D0 [85/175] skill=turn NLL=12.098 top1=0.7893 H=0.993
  D0 [86/175] skill=place NLL=9.995 top1=0.2208 H=2.162
  D0 [87/175] skill=place NLL=8.573 top1=0.4191 H=1.962
  D0 [88/175] skill=pick NLL=9.158 top1=0.6880 H=1.272
  D0 [89/175] skill=place NLL=11.560 top1=0.7002 H=1.372
  D0 [90/175] skill=open NLL=10.054 top1=0.4887 H=2.154
  D0 [91/175] skill=place NLL=9.615 top1=0.2083 H=3.219
  D0 [92/175] skill=turn NLL=9.721 top1=0.2082 H=3.103
  D0 [93/175] skill=close NLL=9.581 top1=0.5041 H=1.649
  D0 [94/175] skill=move NLL=12.567 top1=0.6941 H=0.844
  D0 [95/175] skill=close NLL=8.605 top1=0.3624 H=1.924
  D0 [96/175] skill=open NLL=12.440 top1=0.9380 H=0.370
  D0 [97/175] skill=pick NLL=9.514 top1=0.4022 H=1.477
  D0 [98/175] skill=place NLL=8.061 top1=0.4326 H=1.334
  D0 [99/175] skill=move NLL=5.935 top1=0.2682 H=2.404
  D0 [100/175] skill=open NLL=12.271 top1=0.9714 H=0.199
  D0 [101/175] skill=open NLL=14.060 top1=0.6664 H=0.753
  D0 [102/175] skill=close NLL=9.942 top1=0.3078 H=2.189
  D0 [103/175] skill=fold NLL=8.091 top1=0.2694 H=2.613
  D0 [104/175] skill=fold NLL=9.221 top1=0.7166 H=1.244
  D0 [105/175] skill=pick NLL=8.951 top1=0.5213 H=1.616
  D0 [106/175] skill=turn NLL=9.081 top1=0.5325 H=1.888
  D0 [107/175] skill=move NLL=7.143 top1=0.7127 H=1.369
  D0 [108/175] skill=place NLL=8.869 top1=0.8413 H=0.749
  D0 [109/175] skill=fold NLL=7.629 top1=0.7202 H=1.005
  D0 [110/175] skill=fold NLL=11.079 top1=0.3241 H=1.855
  D0 [111/175] skill=turn NLL=10.046 top1=0.8267 H=0.747
  D0 [112/175] skill=move NLL=10.337 top1=0.3501 H=2.713
  D0 [113/175] skill=move NLL=7.725 top1=0.9325 H=0.460
  D0 [114/175] skill=move NLL=8.801 top1=0.7420 H=1.022
  D0 [115/175] skill=fold NLL=9.263 top1=0.5493 H=1.646
  D0 [116/175] skill=place NLL=10.298 top1=0.7418 H=1.151
  D0 [117/175] skill=move NLL=8.803 top1=0.3193 H=1.920
  D0 [118/175] skill=pick NLL=8.586 top1=0.7371 H=1.236
  D0 [119/175] skill=open NLL=9.369 top1=0.4838 H=1.908
  D0 [120/175] skill=move NLL=10.204 top1=0.4685 H=1.695
  D0 [121/175] skill=move NLL=8.232 top1=0.8429 H=0.683
  D0 [122/175] skill=move NLL=10.158 top1=0.5102 H=2.046
  D0 [123/175] skill=open NLL=10.562 top1=0.6777 H=0.740
  D0 [124/175] skill=fold NLL=6.117 top1=0.2440 H=2.441
  D0 [125/175] skill=pick NLL=10.891 top1=0.2561 H=2.497
  D0 [126/175] skill=close NLL=8.864 top1=0.3819 H=1.766
  D0 [127/175] skill=pick NLL=7.609 top1=0.5124 H=1.911
  D0 [128/175] skill=turn NLL=9.797 top1=0.7507 H=1.234
  D0 [129/175] skill=move NLL=8.008 top1=0.2324 H=2.592
  D0 [130/175] skill=close NLL=8.166 top1=0.4195 H=2.014
  D0 [131/175] skill=turn NLL=12.224 top1=0.4651 H=1.603
  D0 [132/175] skill=pick NLL=7.565 top1=0.7538 H=0.861
  D0 [133/175] skill=pick NLL=12.837 top1=0.8318 H=0.614
  D0 [134/175] skill=turn NLL=9.922 top1=0.8490 H=0.695
  D0 [135/175] skill=move NLL=9.925 top1=0.2109 H=2.401
  D0 [136/175] skill=pick NLL=6.610 top1=0.5716 H=1.736
  D0 [137/175] skill=turn NLL=11.599 top1=0.6901 H=1.066
  D0 [138/175] skill=fold NLL=6.066 top1=0.2609 H=2.486
  D0 [139/175] skill=turn NLL=9.291 top1=0.3011 H=1.936
  D0 [140/175] skill=pick NLL=5.326 top1=0.3207 H=2.260
  D0 [141/175] skill=close NLL=12.106 top1=0.4334 H=1.727
  D0 [142/175] skill=open NLL=10.640 top1=0.3759 H=2.441
  D0 [143/175] skill=close NLL=10.943 top1=0.5125 H=1.854
  D0 [144/175] skill=fold NLL=7.842 top1=0.1684 H=2.766
  D0 [145/175] skill=move NLL=14.266 top1=0.5210 H=1.466
  D0 [146/175] skill=pick NLL=8.294 top1=0.3714 H=2.240
  D0 [147/175] skill=open NLL=9.532 top1=0.5297 H=1.224
  D0 [148/175] skill=move NLL=8.829 top1=0.8088 H=1.001
  D0 [149/175] skill=fold NLL=9.434 top1=0.2936 H=2.658
  D0 [150/175] skill=close NLL=8.873 top1=0.1967 H=2.761
  D0 [151/175] skill=pick NLL=12.621 top1=1.0000 H=0.001
  D0 [152/175] skill=turn NLL=10.418 top1=0.3212 H=2.041
  D0 [153/175] skill=pick NLL=11.781 top1=0.5920 H=1.681
  D0 [154/175] skill=move NLL=9.503 top1=0.6230 H=0.896
  D0 [155/175] skill=open NLL=10.830 top1=0.9552 H=0.275
  D0 [156/175] skill=close NLL=11.344 top1=0.8019 H=0.883
  D0 [157/175] skill=turn NLL=7.902 top1=0.4384 H=3.439
  D0 [158/175] skill=pick NLL=9.224 top1=0.6443 H=1.257
  D0 [159/175] skill=pick NLL=6.472 top1=0.4020 H=1.780
  D0 [160/175] skill=pick NLL=12.538 top1=0.5098 H=0.927
  D0 [161/175] skill=fold NLL=10.964 top1=0.7495 H=1.613
  D0 [162/175] skill=fold NLL=10.707 top1=0.0422 H=8.056
  D0 [163/175] skill=place NLL=9.765 top1=0.7221 H=1.104
  D0 [164/175] skill=open NLL=8.792 top1=0.9404 H=0.383
  D0 [165/175] skill=pick NLL=10.110 top1=0.2175 H=2.599
  D0 [166/175] skill=fold NLL=7.895 top1=0.2261 H=2.216
  D0 [167/175] skill=place NLL=8.770 top1=0.3226 H=1.944
  D0 [168/175] skill=pick NLL=7.212 top1=0.3923 H=2.444
  D0 [169/175] skill=move NLL=9.734 top1=0.4827 H=1.231
  D0 [170/175] skill=turn NLL=11.621 top1=0.4805 H=1.559
  D0 [171/175] skill=turn NLL=11.330 top1=0.3828 H=2.067
  D0 [172/175] skill=pick NLL=9.566 top1=0.1612 H=3.656
  D0 [173/175] skill=close NLL=8.858 top1=0.9219 H=0.392
  D0 [174/175] skill=fold NLL=9.965 top1=0.3276 H=1.855
  D0 [175/175] skill=turn NLL=9.862 top1=0.2418 H=2.444
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [1/175] skill=pick H=1.316 top1=0.547
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [2/175] skill=pick H=1.314 top1=0.760
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [3/175] skill=open H=1.470 top1=0.507
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [4/175] skill=close H=0.267 top1=0.964
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [5/175] skill=close H=1.013 top1=0.496
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [6/175] skill=close H=0.634 top1=0.855
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [7/175] skill=turn H=2.602 top1=0.273
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [8/175] skill=open H=3.593 top1=0.451
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [9/175] skill=open H=1.979 top1=0.226
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [10/175] skill=place H=2.409 top1=0.306
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [11/175] skill=place H=0.543 top1=0.912
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [12/175] skill=turn H=2.840 top1=0.257
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [13/175] skill=pick H=0.652 top1=0.883
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [14/175] skill=close H=0.950 top1=0.736
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [15/175] skill=turn H=1.899 top1=0.327
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [16/175] skill=turn H=1.421 top1=0.625
  Text input_ids length: 20
  Full sequence length (after vision expansion): 276
  Vision tokens (from seq diff): 256, Text tokens: 20
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 276, 'total_seq_len': 276, 'num_vision_tokens': 256, 'num_text_tokens': 20, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 276)], 'text_ranges': [(256, 276)]}
  D1 [17/175] skill=move H=2.796 top1=0.244
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [18/175] skill=turn H=1.651 top1=0.519
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [19/175] skill=turn H=0.262 top1=0.956
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [20/175] skill=move H=1.832 top1=0.360
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [21/175] skill=open H=2.924 top1=0.145
  Text input_ids length: 29
  Full sequence length (after vision expansion): 285
  Vision tokens (from seq diff): 256, Text tokens: 29
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 285, 'total_seq_len': 285, 'num_vision_tokens': 256, 'num_text_tokens': 29, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 285)], 'text_ranges': [(256, 285)]}
  D1 [22/175] skill=move H=1.995 top1=0.407
  Text input_ids length: 25
  Full sequence length (after vision expansion): 281
  Vision tokens (from seq diff): 256, Text tokens: 25
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 281, 'total_seq_len': 281, 'num_vision_tokens': 256, 'num_text_tokens': 25, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 281)], 'text_ranges': [(256, 281)]}
  D1 [23/175] skill=move H=1.011 top1=0.698
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [24/175] skill=fold H=2.185 top1=0.316
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [25/175] skill=open H=1.758 top1=0.607
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [26/175] skill=open H=0.120 top1=0.983
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [27/175] skill=close H=1.745 top1=0.452
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [28/175] skill=open H=2.687 top1=0.238
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [29/175] skill=open H=0.003 top1=1.000
  Text input_ids length: 27
  Full sequence length (after vision expansion): 283
  Vision tokens (from seq diff): 256, Text tokens: 27
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 283, 'total_seq_len': 283, 'num_vision_tokens': 256, 'num_text_tokens': 27, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 283)], 'text_ranges': [(256, 283)]}
  D1 [30/175] skill=move H=1.204 top1=0.503
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [31/175] skill=place H=1.072 top1=0.746
  Text input_ids length: 24
